,Unnamed: 0,Statistic,No.,Image,Name,Pos.,Ht.,Wt.,Cl.,Current School Name,Hometown,High School,Previous School,Title,Yr.,Hgt.,Wgt.,#,Full Name,Hometown/Previous School,Hometown (Prev School),Year,Pos,Academic Year,Hometown / High School,C,Hometown/High School,Unnamed: 7,Exp.,College,Class,Major,School,Hometown(Prev School),Hometown / Last School,Transfer,Player,CL.,NAME,POS,HT,WT,Name.1,Prev School,Yr.-Exp.,Custom Field 1,Custom Field 2,Custom Field 3,Hometown / High School / Prep (Previous College),Twitter,Instagram,FULL NAME,POS.,HT.,WT.,HOMETOWN,HIGH SCHOOL,PREVIOUS SCHOOL,MAJOR,High School / Prev. School,Letters,Photo,HIgh School,Hometown / High School (Last School),Previous College,Facebook,Previous University,High School (Prev. School),2022-23 Football Coaches,2022-23 Football Coaches.1,Eligibility,Position,Height,Weight,Number,Opendorse
27,27,,,,,LB,6-2,230.0,,Southeastern Louisiana,"Stockbridge, Ga.",Eagles Landing HS,,,,,,30.0,Anthony Britton Jr.,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,,,,,RB,5-10,200.0,,Southeastern Louisiana,"Harvey, La.",West Jefferson HS,,,,,,30.0,Boogie Childs,,,,,,,,,,,,Rf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,,,,,RB,6-0,215.0,,Southeastern Louisiana,"Baton Rouge, La.",University HS,,,,,,31.0,Rodeo Graham Jr.,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,,,,,DB,6-0,185.0,,Southeastern Louisiana,"LaPlace, La.",St. Charles Catholic HS,,,,,,31.0,Zack Vicknair,,,,,,,,,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,,,,,K/P,6-3,190.0,,Southeastern Louisiana,"Ashburn, Va.",Briar Woods HS,,,,,,32.0,Riley Callaghan,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,,,,,LB,6-0,220.0,,Southeastern Louisiana,"New Iberia, La.",Catholic-New Iberia HS,,,,,,32.0,KK Reno,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,,,,,LB,5-11,200.0,,Southeastern Louisiana,"Olive Branch, Miss.",Olive Branch HS,,,,,,33.0,Khamron Ford,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,,,,RB,6-1,225.0,,Southeastern Louisiana,"San Diego, Calif.",Monte Vista HS,,,,,,33.0,Jahmon McClendon,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,,,,DL,6-1,210.0,,Southeastern Louisiana,"Boothville, La.",Thomas Jefferson HS,,,,,,34.0,Arlen Williams,,,,,,,,,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,,,,K,5-10,235.0,,Southeastern Louisiana,"Lawrenceville, Ga.",Wesleyan School,,,,,,36.0,Mateo Rengifo,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,,,,TE,6-4,240.0,,Southeastern Louisiana,"Bowling Green, Ky.",IMG Academy,,,,,,38.0,Ivan Drobocky,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,,,,LB,6-0,215.0,,Southeastern Louisiana,"Mandeville, La.",Lakeshore HS,,,,,,38.0,Slade Ziegler,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,,,,DL,6-3,230.0,,Southeastern Louisiana,"Harvey, La.",Helen Cox HS,,,,,,39.0,Gerald Henderson,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,,,,LS,6-2,230.0,,Southeastern Louisiana,"Orlando, Fla.",Ocoee HS,,,,,,39.0,Korey Karbowsky,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,,,,TE,6-2,225.0,,Southeastern Louisiana,"New Orleans, La.",De La Salle HS,,,,,,40.0,Chris Baxter,,,,,,,,,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,,,,DB,6-0,165.0,,Southeastern Louisiana,"New Iberia, La.",Catholic-New Iberia HS,,,,,,40.0,Shea Lee,,,,,,,,,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,,,,,LB,6-1,200.0,,Southeastern Louisiana,"Amite, La.",Amite HS,,,,,,41.0,Kevin Bickham,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,,,,,DB,5-11,155.0,,Southeastern Louisiana,"Watson, La.",Live Oak HS,,,,,,42.0,Taylor Martin,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,,,,DL,6-6,235.0,,Southeastern Louisiana,"Plano, Texas",Plano West HS,,,,,,42.0,Shemar Pearl,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,,,,TE,6-2,245.0,,Southeastern Louisiana,"Denton, Texas",Guyer HS,,,,,,44.0,Connor Briggs,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,,,,LB,6-0,200.0,,Southeastern Louisiana,"Houston, Texas",Klein Oak HS,,,,,,44.0,Fred Hill,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,,,,,DL,6-1,250.0,,Southeastern Louisiana,"Slidell, La.",Salmen HS,,,,,,45.0,Garrett Crawford,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,,,,,DL,6-2,205.0,,Southeastern Louisiana,"New Orleans, La.",Edna Karr HS,,,,,,46.0,Joshua Randall,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,,,,,DL,6-3,255.0,,Southeastern Louisiana,"Oak Grove, La.",Oak Grove HS,,,,,,48.0,Kaleb Proctor,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,,,,,LB,5-11,225.0,,Southeastern Louisiana,"Baker, La.",Baker HS,,,,,,49.0,Mason Dailey,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,,,,,K/P,5-10,185.0,,Southeastern Louisiana,"Vacherie, La.",St. James HS,,,,,,49.0,Alec Mahler,,,,,,,,,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,,,,,LB,5-11,215.0,,Southeastern Louisiana,"Amite, La.",Oak Forest Academy,,,,,,50.0,Tommy Lee,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,,,,,DL,5-11,265.0,,Southeastern Louisiana,"Vinton, La.",Vinton HS,,,,,,51.0,Matthew Joseph III,,,,,,,,,,,,Rf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,,,,,OL,6-3,290.0,,Southeastern Louisiana,"New Orleans, La.",De La Salle HS,,,,,,52.0,Noah Devlin,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,,,,,DL,5-10,270.0,,Southeastern Louisiana,"New Orleans, La.",Edna Karr HS,,,,,,53.0,Austin Kent,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,,,,,OL,6-2,295.0,,Southeastern Louisiana,"Plaquemine, La.",Plaquemine HS,,,,,,54.0,Brockhim Wicks,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,,,,,OL,6-1,310.0,,Southeastern Louisiana,"Jackson, Miss.",Forest Hill HS,,,,,,55.0,John Allen,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,,,,OL,6-2,280.0,,Southeastern Louisiana,"Patterson, La.",Patterson HS,,,,,,56.0,Javin Turner,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,,,,,DL,6-0,215.0,,Southeastern Louisiana,"Baton Rouge, La.",Catholic HS,,,,,,57.0,Jermaine Vessell,,,,,,,,,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,,,,,DL,6-1,275.0,,Southeastern Louisiana,"Amite, La.",Amite HS,,,,,,58.0,Rodney Sopsher,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,,,,,DL,6-1,280.0,,Southeastern Louisiana,"Houston, Texas",West Bloomfield HS,,,,,,59.0,Beau Davis,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,,,,,OL,6-3,305.0,,Southeastern Louisiana,"New Orleans, La.",De La Salle HS,,,,,,61.0,Holden Kareokowsky,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,,,,,OL,5-11,290.0,,Southeastern Louisiana,"Zachary, La.",Zachary HS,,,,,,62.0,William Granville,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,,,,,OL,6-2,315.0,,Southeastern Louisiana,"Jefferson Hills, Pa.",Thomas Jefferson HS,,,,,,63.0,Dom Serapiglia III,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,,,,,OL,6-3,275.0,,Southeastern Louisiana,"Mandeville, La.",Fontainebleau HS,,,,,,66.0,Alex Smith,,,,,,,,,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,,,,,OL,6-3,315.0,,Southeastern Louisiana,"Baton Rouge, La.",Southern Lab HS,,,,,,70.0,Nicholas Smith,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,,,,,OL,6-6,285.0,,Southeastern Louisiana,"Chalmette, La.",Chalmette HS,,,,,,71.0,Gavin Burtchaell,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,,,,,OL,6-7,300.0,,Southeastern Louisiana,"Mandeville, La.",Lakeshore HS,,,,,,72.0,Brennan Lanclos,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,OL,6-4,285.0,,Southeastern Louisiana,"Galliano, La.",South Lafourche HS,,,,,,73.0,Jhy Orgeron,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,,,,,OL,6-5,300.0,,Southeastern Louisiana,"Amory, Miss.",Amory HS,,,,,,74.0,Jalen Bell,,,,,,,,,,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,,,,,OL,6-5,300.0,,Southeastern Louisiana,"Paducah, Ky.",McCracken County HS,,,,,,75.0,Blakeley Miller,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,,,,,OL,6-2,275.0,,Southeastern Louisiana,"New Orleans, La.",Edna Karr HS,,,,,,77.0,Brandon Spincer Jr.,,,,,,,,,,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,,,,,OL,6-5,330.0,,Southeastern Louisiana,"Covington, La.",Covington HS,,,,,,78.0,Logan Potter,,,,,,,,,,,,Rf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,,,,WR,6-1,175.0,,Southeastern Louisiana,"Baton Rouge, La.",Mentorship Academy,,,,,,80.0,Da'shun Hugley,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,,,,,WR,6-3,215.0,,Southeastern Louisiana,"Killeen, Texas",Killeen HS,,,,,,81.0,Marcellus Johnson,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,,,,WR,5-10,160.0,,Southeastern Louisiana,"Hahnville, La.",Hahnville HS,,,,,,82.0,Corey Lorio,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,,,,WR,5-9,180.0,,Southeastern Louisiana,"Cypress, Texas",Bridgeland HS,,,,,,84.0,Jett Booker,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,,,,TE,6-4,240.0,,Southeastern Louisiana,"Belle Chasse, La.",Brother Martin HS,,,,,,85.0,Tanner Olsen,,,,,,,,,,,,R-Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,,,,WR,5-8,150.0,,Southeastern Louisiana,"New Orleans, La.",Del Valle HS,,,,,,86.0,Darius Lewis,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,,,,WR,6-0,175.0,,Southeastern Louisiana,"Reno, Nev.",Reed HS,,,,,,87.0,Demarea Johnson-Cooper,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,,,,TE,6-5,230.0,,Southeastern Louisiana,"Dothan, Ala.",Dothan HS,,,,,,88.0,Bauer Sharp,,,,,,,,,,,,R-So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,,,,,TE,6-6,245.0,,Southeastern Louisiana,"Mobile, Ala.",Baker HS,,,,,,89.0,Cade Collier,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,,,,,DL,6-3,245.0,,Southeastern Louisiana,"Denton, Texas",Guyer HS,,,,,,93.0,Rowan Briggs,,,,,,,,,,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,,,,,DL,6-1,280.0,,Southeastern Louisiana,"Houston, Texas",Dobie HS,,,,,,94.0,Javen Sanchez,,,,,,,,,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,,,,,DL,6-4,260.0,,Southeastern Louisiana,"Oak Grove, La.",Oak Grove HS,,,,,,96.0,Dalton Allen,,,,,,,,,,,,R-Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,,,,,DL,5-11,290.0,,Southeastern Louisiana,"Hammond, La.",Hammond HS,,,,,,97.0,Tyrik Mitchell,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,,,,,DL,6-4,245.0,,Southeastern Louisiana,"Houston, Texas",Klein Oak HS,,,,,,99.0,Charles Hill,,,,,,,,,,,,R-Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,,,,Frank Scelfo,,,,,Southeastern Louisiana,,,,Head Football Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1,,,,Greg Stevens,,,,,Southeastern Louisiana,,,,Offensive Coordinator/Quarterbacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2,,,,A.J. Hopp,,,,,Southeastern Louisiana,,,,Offensive Line/Run Game Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3,,,,Anthony Scelfo,,,,,Southeastern Louisiana,,,,Wide Receivers/Recruiting Coordinator/Pass Game Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4,,,,Albert Poree,,,,,Southeastern Louisiana,,,,Running Backs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5,,,,Ross Jenkins,,,,,Southeastern Louisiana,,,,Tight Ends/Special Teams Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6,,,,Bill D'Ottavio,,,,,Southeastern Louisiana,,,,Defensive Coordinator/Safeties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,7,,,,Del Lee-Collins,,,,,Southeastern Louisiana,,,,Cornerbacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,8,,,,Antonio Baker,,,,,Southeastern Louisiana,,,,Nickelbacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,9,,,,Dustin Landry,,,,,Southeastern Louisiana,,,,Linebackers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,,,,Tom Rinaldi,,,,,Southeastern Louisiana,,,,Defensive Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,11,,,,Luke Wagner,,,,,Southeastern Louisiana,,,,Offensive Analyst/OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,12,,,,David Mertens,,,,,Southeastern Louisiana,,,,Offensive Analyst/OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,,,,Morgann McGee,,,,,Southeastern Louisiana,,,,Academic Counselor for Athletics (FB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,,,,Kyle Vagher,,,,,Southeastern Louisiana,,,,Director of Sport Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2,,,,Travis Nichols,,,,,Southeastern Louisiana,,,,"Assistant Director of Sport Performance (FB, SOC, SB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,3,,,,Maxwell Brower,,,,,Southeastern Louisiana,,,,"Graduate Assistant Strength Coach (FB, TEN, GOLF, T&F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4,,,,Cade Genovese,,,,,Southeastern Louisiana,,,,Head Equipment Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,Ryan Flournoy,WR,6-2,197.0,,Southeast Missouri State,,,Iowa Western CC,,Sr.,,,1.0,,,,,,,"Hazelcrest, Ill. / Homewood-Flossmoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,Jackson Bray,WR,5-11,184.0,,Southeast Missouri State,,,,,Fr.,,,2.0,,,,,,,"Nixa, Mo. / Nixa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,Joedrick Lewis,DB,5-11,184.0,,Southeast Missouri State,,,Trinity Valley CC,,Jr.,,,2.0,,,,,,,"Houston, Texas / MacArthur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,,Logan Bruns,K,6-1,196.0,,Southeast Missouri State,,,,,R-Fr.,,,3.0,,,,,,,"Jackson, Mo. / Jackson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,,Christian Fuhrman,ILB,6-1,237.0,,Southeast Missouri State,,,Garden City CC,,Jr.,,,4.0,,,,,,,"Mesa, Ariz. / Queen Creek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,,Ty Leonard,DB,6-0,170.0,,Southeast Missouri State,,,,,Sr.,,,5.0,,,,,,,"Louisville, Ky. / Butler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,Geno Hess,RB,5-8,222.0,,Southeast Missouri State,,,,,Gr.,,,6.0,,,,,,,"Peoria, Ill. / Peoria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,,,Jalen Blackburn,WR,6-2,195.0,,Southeast Missouri State,,,,,R-Fr.,,,7.0,,,,,,,"Fayetteville, Ark. / Fayetteville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,,,Lawrence Johnson,DB,6-0,196.0,,Southeast Missouri State,,,,,Gr.,,,7.0,,,,,,,"St. Louis, Mo. / Riverview Gardens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,,,Keveon Robbins,RB,6-0,211.0,,Southeast Missouri State,,,,,So.,,,9.0,,,,,,,"Sparta, Ga. / Hancock Central",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,Paxton DeLaurent,QB,6-5,215.0,,Southeast Missouri State,,,Central Methodist,,Jr.,,,10.0,,,,,,,"Camdenton, Mo. / Camdenton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,,,Dony'e Taylor,DB,6-1,202.0,,Southeast Missouri State,,,,,Jr.,,,10.0,,,,,,,"Cape Girardeau, Mo. / Central",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,,,Patrick Heitert,QB,6-0,201.0,,Southeast Missouri State,,,,,R-Fr.,,,11.0,,,,,,,"St. Louis, Mo. / Christian Brothers College",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,,,Mike Matthews,OLB,6-1,237.0,,Southeast Missouri State,,,,,Sr.,,,11.0,,,,,,,"Fayetteville, N.C. / Jack Britt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,,,Sam Cook,OLB,6-4,217.0,,Southeast Missouri State,,,Western Illinois,,Jr.,,,12.0,,,,,,,"Neosho, Mo. / Neosho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,,,,Mali Walton,ILB,6-0,222.0,,Southeast Missouri State,,,,,Jr.,,,13.0,,,,,,,"St. Louis, Mo. / Parkway South",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,,,Dalyn McDonald,WR,5-11,174.0,,Southeast Missouri State,,,Southwest Mississippi CC,,Sr.,,,14.0,,,,,,,"Gautier, Miss. / Gautier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,,,,Garrett Todd,WR,5-10,172.0,,Southeast Missouri State,,,,,Sr.,,,15.0,,,,,,,"Lebanon, Tenn. / Wilson Central",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,,,,Damoriea Vick,WR,6-3,206.0,,Southeast Missouri State,,,Missouri State,,Sr.,,,16.0,,,,,,,"Oklahoma City, Okla. / Westmoore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,,,,Jesi Bediako,OLB,6-3,194.0,,Southeast Missouri State,,,Fullerton College,,Sr.,,,17.0,,,,,,,"Kansas City, Mo. / Oak Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,,,,Kyron Downing,WR,5-10,180.0,,Southeast Missouri State,,,,,R-Fr.,,,17.0,,,,,,,"Vinita, Okla. / Vinita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,,,,Keandre Booker,OLB,6-3,243.0,,Southeast Missouri State,,,,,Sr.,,,18.0,,,,,,,"Moss Point, Miss. / Moss Point",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,,,Carson Smith,QB,6-5,199.0,,Southeast Missouri State,,,,,R-Fr.,,,18.0,,,,,,,"Eureka, Mo. / Eureka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,Q'Nairies Anderson,RB,5-11,195.0,,Southeast Missouri State,,,,,Sr.,,,20.0,,,,,,,"Charleston, Mo. / Charleston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,Henry Pickens III,DB,6-1,167.0,,Southeast Missouri State,,,,,So.,,,23.0,,,,,,,"Belle Glade, Fla. / Palmetto Prep Academy (S.C.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,,,JaQori Williams,DB,6-0,181.0,,Southeast Missouri State,,,Dodge City CC,,Jr.,,,24.0,,,,,,,"Montgomery, Ala. / Stanhope Elmore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,,,Slade Dollar,ILB,6-2,215.0,,Southeast Missouri State,,,,,So.,,,25.0,,,,,,,"Naples, Fla. / Naples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
