,Name,Title,Current School Name
13107,Brandyn Musgrave,Assistant Strength & Conditioning Coach,Texas Tech
13108,R.J. Torres,Applied Sports Scientist for Football,Texas Tech
13109,Antonio Huffman,Associate A.D./Football Administration,Texas Tech
13110,Quintin Jordan,Director of Football Operations,Texas Tech
13111,James Blanchard,Director of Player Personnel,Texas Tech
13112,Brian Nance,Director of Scouting,Texas Tech
13113,Dave Martin,Director of Player Development,Texas Tech
13114,Sammy Morris,Assistant Director for Player Support Development,Texas Tech
13115,Harrison Hanna,Assistant Director of Operations & Recruiting,Texas Tech
13116,Kate Shealy,Director of Recruiting Operations,Texas Tech
13117,Preslee Quisenberry,Director of On-Campus Recruiting,Texas Tech
13118,Sean Kenney,Recruiting & Personnel Assistant,Texas Tech
13119,Jake Pittman,Post-Grad Intern - Recruiting,Texas Tech
13120,Kirk Bryant,Senior Offensive Analyst,Texas Tech
13121,Tyler Schovanec,Special Teams Analyst,Texas Tech
13122,Ryan Conry,Defensive Quality Control Assistant,Texas Tech
13123,James Lockhart,Defensive Quality Control Assistant,Texas Tech
13124,Diego Ortiz,Offensive Quality Control Assistant,Texas Tech
13125,Lou Bunning,Offensive Graduate Assistant,Texas Tech
13126,Jah'Shawn Johnson,Defensive Graduate Assistant,Texas Tech
13127,Cole Maxwell,Defensive Graduate Assistant,Texas Tech
13128,Trent Vasey,Offensive Graduate Assistant,Texas Tech
13129,Hannah Petersen,Football Dietitian,Texas Tech
13130,Gentry Hicks,Assistant Football Sports Dietitian,Texas Tech
13131,Zane Perry,Assistant A.D/Equipment Operations,Texas Tech
13132,Cayman Ancell,Head Football Equipment Manager,Texas Tech
13133,Roger Lira,Assistant Equipment Manager,Texas Tech
13134,Austin Nettles,Assistant Equipment Manager,Texas Tech
13135,Tanner Nied,Equipment Coordinator,Texas Tech
13136,Chris Velasquez,Director of Football Video,Texas Tech
13137,Eric Gerald,Video Coordinator,Texas Tech
13138,Jacob Chavarria,Post-Grad Intern - Football Video,Texas Tech
13139,Michael Ramirez,Associate A.D./Head Athletic Trainer,Texas Tech
13140,Katherine Carden,Associate Athletic Trainer,Texas Tech
13141,Steven Lapso,Assistant Athletic Trainer,Texas Tech
13142,Lesha Weatherford,Executive Associate for Head Coach,Texas Tech
13143,Josh Haverfield,Strength & Conditioning Intern - Football,Texas Tech
13144,Blake Rowedder,Assistant Director of Football Creative Content,Texas Tech
13242,Jason Candle,Head Coach,Toledo
13243,Vince Kehres,Defensive Coordinator/Linebackers Coach,Toledo
13244,Mike Hallett,Co-Offensive Coordinator/Offensive Line Coach,Toledo
13245,Ross Watson,Co-Defensive Coordinator/Safeties Coach,Toledo
13246,Robert Weiner,Co-Offensive Coordinator/Quarterbacks Coach,Toledo
13247,Nate Cole,Running Backs Coach,Toledo
13248,Larry Knight,Defensive Line Coach,Toledo
13249,Corey Parker,Cornerbacks Coach,Toledo
13250,Mark Staten,Tight Ends/Offensive Tackles Coach,Toledo
13251,Stanton Weber,Special Teams Coordinator,Toledo
13252,Brad Bichey,Director of Football Strength and Conditioning,Toledo
13253,Jeremy Boyd,Football Equipment Manager,Toledo
13254,Andrew Terwilliger,Assistant Athletic Director for Football Operations,Toledo
13255,Steve Mathie,Video Coordinator,Toledo
13256,Adam Barta,Associate Athletic Trainer (Football),Toledo
13257,Kengo Sugimoto,Assistant Athletic Trainer (Football/Men's Tennis),Toledo
13258,Aaron Wass,Assistant Athletic Trainer (Football),Toledo
13259,Christian Klinec,Asst. Football Strength and Conditioning Coach,Toledo
13260,Scott Phillips,Offensive Quality Control Coach,Toledo
13261,AJ Harrison,Recruiting Assistant,Toledo
13262,Anthony Calcutta,Graduate Assistant/Recruiting,Toledo
13263,Michael Fiorito,Graduate Assistant / Strength & Conditioning,Toledo
13264,Corbin Green,Graduate Assistant / Strength & Conditioning,Toledo
13265,Justin Heacock,Graduate Assistant/Offense,Toledo
13266,Brooks Jenkins,Graduate Assistant/Defense,Toledo
13267,Alyssa Volz,Graduate Assistant Athletic Trainer (Football),Toledo
13268,Max Wray,Graduate Assistant/Offense,Toledo
13269,Shannon McCune,Administrative Assistant - Football,Toledo
13392,Jon Sumrall,Head Coach,Troy
13393,Joe Craddock,Offensive Coordinator / Quarterbacks,Troy
13394,Shiel Wood,Defensive Coordinator / Safeties,Troy
13395,Gary Banks,Wide Receivers,Troy
13396,Bam Hardmon,Defensive Run Game Coordinator / Outside Linebackers,Troy
13397,Brock Hays,Running Backs,Troy
13398,Eric McDaniel,Defensive Line,Troy
13399,Evan McKissack,Tight Ends,Troy
13400,Travis Pearson,Cornerbacks,Troy
13401,Tayler Polk,Inside Linebackers,Troy
13402,Cole Popovich,Offensive Line,Troy
13403,Jamaal Smith,Chief of Staff,Troy
13404,Brayden Berezowitz,Director of Player Personnel,Troy
13405,Cortlynn Harris,Director of On-Campus Recruiting / Operations Assistant,Troy
13406,Caleb Ross,Director of Operations & High School Relations,Troy
13407,Rusty Whitt,Football Strength & Conditioning Head Coach,Troy
13408,David Mackie,Defensive Analyst,Troy
13409,James Vollono,Special Teams Analyst,Troy
13410,Colin Kenyon,Assistant Strength Coach,Troy
13411,Aaron Sisk,Video Coordinator,Troy
13412,Nick Bell,Assistant (Strength & Conditioning),Troy
13413,Jeremiah Cartwright,Assistant (Administration),Troy
13414,Gunner Hudspeth,Assistant (Offense),Troy
13415,Rip Kirk,Assistant (Offense),Troy
13416,Trey Page,Assistant (Strength & Conditioning),Troy
13417,Hunter Reese,Assistant (Defense),Troy
13418,Sage Wallace,Assistant (Video),Troy
13419,Alex Ward,Assistant (Offense),Troy
13537,Willie Fritz,Head Coach,Tulane
13538,Chris Hampton,Defensive Coordinator,Tulane
13539,Jim Svoboda,Offensive Coordinator,Tulane
13540,Slade Nagle,Tight Ends Coach,Tulane
13541,Michael Mutz,Linebackers Coach,Tulane
13542,Joshua Christian-Young,Defensive Backs Coach,Tulane
13543,Robby Discher,Special Teams Coordinator,Tulane
13544,John McMenamin,Wide Receivers Coach,Tulane
13545,Derrick Sherman,Running Backs Coach,Tulane
13546,Travian Robertson,Defensive Line Coach,Tulane
13547,Eman Naghavi,Offensive Line Coach,Tulane
13548,J.J McCleskey,"Analyst, Defense",Tulane
13549,Donn Landholm,"Director, Recruiting Operations",Tulane
13550,Shane Meyer,"Director, Football Operations",Tulane
13551,Wes Fritz,"Director, Player Personnel",Tulane
13552,Kurt Hester,"Director, Strength & Conditioning (FB)",Tulane
13553,Gabe Delatte,Director of Equipment,Tulane
13554,Brandon Vyhnalek,"Associate Director, Football Video",Tulane
13555,Alby Lindon,"Assistant Athletic Director, Sports Medicine (FB)",Tulane
13556,Courtney Luquet,"Associate Director, Football Player Engagement/On-Campus Recruiting",Tulane
13557,Devin Charles-Hubbard,Associate Director of Equipment,Tulane
13558,Parker Peltier,"Associate Director, Football New Media Operations",Tulane
13559,Jake Stone,Defensive Analyst/Recruiting,Tulane
13560,Favian Upshaw,Offensive Analyst,Tulane
13561,Daniel Jacobs,Assistant Director of Academic Services,Tulane
13562,Benjamin Moortgat,"Assistant Coach, Strength & Conditioning",Tulane
13563,Joe Williams,"Assistant Director, Equipment",Tulane
13564,Destinee Medrano,Senior Academic Advisor,Tulane
13565,Hannah Richards,Senior Academic Advisor,Tulane
13566,Dr. Lauren Miller,Mental Health Specialist,Tulane
13567,Bracely Williams,Licensed Professional Counselor,Tulane
13568,Tyler Spotts-Orgeron,Offensive Assistant,Tulane
13569,Marianna Salas,Recruiting/Defensive Assistant,Tulane
13570,Robert Beacham,"Graduate Assistant, Offense",Tulane
13571,Mark Wright,"Graduate Assistant, Football Coach/ Defense",Tulane
13572,Dane Ziegler,"Graduate Assistant, Football Coach/Defense",Tulane
13573,Jamar Mitchell,"Graduate Assistant, Football",Tulane
13574,Timothy Kennedy,"Graduate Assistant, Football",Tulane
13575,Patricia Smith,Graduate Assistant Athletic Trainer,Tulane
13576,Alyssa Williams,Graduate Assistant Athletic Trainer,Tulane
13798,Gus Malzahn,Head Coach,UCF
13799,Addison Williams,Defensive Coordinator/Defensive Backs,UCF
13800,Darin Hinshaw,Offensive Coordinator/Quarterbacks,UCF
13801,Brian Blackmon,Special Teams Coordinator/Tight Ends,UCF
13802,David Gibbs,Co-Defensive Coordinator/Secondary,UCF
13803,Herb Hand,Co-Offensive Coordinator/Offensive Line,UCF
13804,Grant Heard,Wide Receivers,UCF
13805,Kenny Ingram,Defensive Ends/Rush,UCF
13806,Kenny Martin,Defensive Tackles,UCF
13807,Ernie Sims,Linebackers,UCF
13808,Kam Martin,Running Backs,UCF
13809,Will Healy,Assistant Head Coach/Senior Offensive Analyst,UCF
13810,Ben Larson,Special Teams Analyst,UCF
13811,Charles Moore,Defensive Analyst,UCF
13812,Brendan Bognar,Offensive Analyst,UCF
13813,Jay Carter,Offensive Graduate Assistant,UCF
13814,Jackson Holladay,Offensive Graduate Assistant,UCF
13815,Eugene Fuller,Defensive Graduate Assistant,UCF
13816,Michael Mosah,Defensive Graduate Assistant,UCF
13817,Nate Craig-Myers,Recruiting/Offensive Assistant,UCF
13818,Chris Dawson,"Director of Sports Performance, Football",UCF
13819,Andrew Shirek Espinoza,"Assistant Director of Sports Performance, Football",UCF
13820,Corey Meredith,"Assistant Director of Sports Performance, Football",UCF
13821,Sean Beckton Jr.,"Assistant Director of Sports Performance, Football",UCF
13822,CJ Holden,Director of Operations,UCF
13823,Will Lee,Director of Player Development,UCF
13824,Leah Cunningham,Director of On-Campus Recruiting,UCF
13825,Ivy Eller,Director of On-Campus Recruiting,UCF
13826,Cory Giddings,Director of Player Personnel,UCF
13827,Clayton Geathers,Assistant Director of Personnel,UCF
13828,Alex Mathis,Assistant Director of Player Personnel,UCF
13829,Deshon Lawrence,"Assistant Director, Player Personnel",UCF
13830,Brad Helton,"Assistant AD, Video Operations",UCF
13831,Mary Vander Heiden,"Associate AD, Sports Medicine",UCF
13832,Brad Anderson,Director of Equipment Operations,UCF
13833,CJ Bates,"Assistant Director, Equipment Operations",UCF
13834,Andrew Blaylock,Special Assistant to Head Coach,UCF
13947,Chip Kelly,Head Coach,UCLA
13948,Keith Belton,Director of Football Performance,UCLA
13949,Tim Drevno,Offensive Line,UCLA
13950,Jeff Faris,Tight Ends,UCLA
13951,DeShaun Foster,Running Backs,UCLA
13952,Ryan Gunderson,Quarterbacks,UCLA
13953,Chad Kauha’aha’a,Defensive Line,UCLA
13954,Ikaika Malloe,Outside Linebackers/Special Teams Coordinator,UCLA
13955,Bill McGovern,Defensive Coordinator,UCLA
13956,Jerry Neuheisel,Wide Receivers,UCLA
13957,Ken Norton Jr.,Inside Linebackers,UCLA
13958,Brian Norwood,"Assistant Head Coach, Passing Game Coordinator, Defensive Backs",UCLA
14059,Jim Mora,Head Coach,UConn
14060,Nick Charlton,Assistant Head Coach/Offensive Coordinator/Quarterbacks,UConn
14061,Doug Shearer,Special Teams Coordinator,UConn
14062,Siriki Diabate,Linebackers Coach,UConn
14063,Dalton Hilliard,Defensive Backs Coach,UConn
14064,John Marinelli,Tight Ends Coach,UConn
14065,Kenny McClendon,Defensive Line Coach,UConn
14066,Gordon Sammis,Offensive Line Coach,UConn
14067,Librado Barocio,Graduate Assistant - Defense,UConn
14068,Kevin Falaki,Graduate Assistant - Offense,UConn
14069,Joseph Castellitto,Analyst - Defense,UConn
14070,Mickey Grace,Analyst - Offense,UConn
14071,Cole Peterson,Analyst - Defense,UConn
14072,Jake Petrarca,Analyst - Offense,UConn
14073,Kyle Rountree,Analyst - Special Teams,UConn
14074,Matt King,Director of Football Strength and Conditioning,UConn
14075,Patrick Collins,Executive Director of Football,UConn
14076,Preston Pehrson,General Manager,UConn
14077,Andrew Goodman,Director of Football Operations,UConn
14078,David Harris,Assistant Director of Football Operations,UConn
14079,Ryan Braley,Director of Football Video Services,UConn
14080,Rebecca Dunstan,Executive Director of Football Administration,UConn
14081,Andy Baylock,Director of UConn Football Alumni/Community Affairs - National C Club,UConn
14272,Barry Odom,Head Football Coach,UNLV
14273,Mike Scherer,Defensive Coordinator/Linebackers,UNLV
14274,Brennan Marion,Offensive Coordinator/Quarterbacks,UNLV
14275,James Shibest,Special Teams Coordinator,UNLV
14276,Vance Vice,Offensive Line,UNLV
14277,Cornell Ford,Running Backs,UNLV
14278,Del Alexander,Wide Receivers,UNLV
14279,Nate Longshore,Tight Ends,UNLV
14280,Ricky Logo,Defensive Line,UNLV
14281,Akeem Davis,Cornerbacks,UNLV
14282,Damon Magazu,Safeties,UNLV
14283,James Brown,Analyst - Special Teams,UNLV
14284,Kenneth Merchant,Analyst - Offense,UNLV
14285,Nicco Fertitta,Analyst - Defense,UNLV
14286,Robbie Bell,Graduate Assistant - Offense,UNLV
14287,CJ Pollard,Graduate Assistant - Offense,UNLV
14288,Julio Garcia,Graduate Assistant - Defense,UNLV
14289,Mark Ouimet,Director of Football Operations,UNLV
14290,Brad Odom,Director of Player Personnel,UNLV
14291,Hunkie Cooper,Dir. of Football Player Development and Community Engagement,UNLV
14292,Jeff Fish,Director of Football Strength and Conditioning,UNLV
14293,Shawn Field,Associate Head Football Strength & Conditioning Coach,UNLV
14294,Qua Scott,Strength & Conditioning Coach,UNLV
14295,Deon Edwards,Assistant Football Strength & Conditioning Coach,UNLV
14296,Kelsea Winkle,Director of Recruiting,UNLV
14297,Ethan Baxter,Football Administration Assistant,UNLV
14298,Tausha Smith,"Assistant Athletics Director, Equipment & Purchasing",UNLV
14299,Quintin Kohorst,Head Football Equipment Manager,UNLV
14300,Jake Corbett,Head Football Equipment Manager,UNLV
14301,Ross LoCascio,Football Video Coordinator,UNLV
14302,David Wedley,"Director, Student-Athlete Academic Services (Football)",UNLV
14303,Myke Molina,Academic Eligibility Specialist (Football),UNLV
14304,"Kennedy Springer, MS, RD, LDN",Director of Performance Nutrition,UNLV
14305,Galina Lodge,Football Dietician,UNLV
14306,"Alfred Castillo, MS, LAT, ATC",Director of Sports Medicine/Head Athletic Trainer (Football),UNLV
14307,"Joanna Key, LAT, ATC",Interim Associate Athletic Trainer (Football),UNLV
14407,Lincoln Riley,C. & J. Elerding Head Football Coach,USC
14408,Alex Grinch,Defensive Coordinator / Safeties,USC
14409,Zach Hanson,Tight Ends,USC
14410,Josh Henson,Offensive Coordinator / Offensive Line,USC
14411,Luke Huard,Inside Wide Receivers Coach,USC
14412,Roy Manning,Outside Linebackers / Nickels / Assistant Head Coach for Defense,USC
14413,Kiel McDonald,Running Backs,USC
14414,Brian Odom,Inside Linebackers / Associate Head Coach for Defense,USC
14415,Shaun Nua,Defensive Line,USC
14416,Dennis Simmons,Assistant Head Coach / Outside Wide Receivers Coach / Offensive Passing Game Coordinator,USC
14417,Donte Williams,Defensive Backs / Defensive Passing Game Coordinator,USC
14418,Bennie Wylie,Director of Football Sports Performance,USC
14419,Zach Crabtree,Offensive Graduate Assistant/Offensive Line,USC
14420,Trey Tinsley,Offensive Graduate Assistant,USC
14421,Will Johnson,Defensive Graduate Assistant/Secondary,USC
14422,Peyton Pelluer,Defensive Graduate Assistant/Linebackers,USC
14423,Ryan Dougherty,Senior Special Team Analyst/Assistant Special Teams Coordinator,USC
14424,Derek Fa'avi,Offensive Analyst,USC
14425,Greg Brown,Senior Defensive Analyst,USC
14426,Parker Henry,Senior Defensive Analyst/Assistant Linebackers,USC
14427,Taylor Mays,Defensive Analyst,USC
14428,Bookie Radley-Hiles,Defensive Analyst,USC
14429,Caesar Martinez,Assistant Director of Football Sports Performance,USC
14430,Drew Smith,Assistant Director of Football Sports Performance,USC
14431,Adam Thackery,Assistant Director of Football Sports Performance,USC
14432,Jackson Polk,Assistant Director of Sports Science,USC
14433,Caleb Withrow,Assistant Director of Football Sports Performance,USC
14434,Eric Espinoza,Director of Video Operations,USC
14435,Alex Nederhoff,Football Video & Systems Analyst,USC
14436,Ed Stewart,Executive Senior Associate Athletic Director for Football Administration,USC
14437,Dave Emerick,Senior Associate Athletic Director for Football / General Manager,USC
14438,Clarke Stroud,Director of Football Operations,USC
14439,Ben Hynds,Assistant Director of Football Operations,USC
14440,Cheryl Taplin,Executive Assistant to Head Coach / Assistant Director of Operations,USC
14441,Chris Carter,Director of Player Development,USC
14442,Brittany Thackery,Director of Player Engagement,USC
14443,Annie Hanson,Executive Director of Football Recruiting,USC
14444,Morgan Laurence,Assistant Director of Recruiting Operations,USC
14445,Gavin Morris,Assistant Athletic Director / Director of Player Relations,USC
14446,Drew Fox,Assistant Director of Player Personnel,USC
14447,Weston Zernechel,Assistant Director of Player Personnel,USC
14448,Radmen Niven,Executive Director of Football Marketing and Branding,USC
14449,Geno Velasco,Director of Cinematography and Post Production,USC
14450,Rob Washington,Director of Content,USC
14451,Juan Reyes,Director of Digital Strategy,USC
14452,Jonathan Chaves,Art Director,USC
14566,Kyle Whittingham,Football Head Coach,Utah
14567,Morgan Scalley,Defensive Coordinator/Safeties,Utah
14568,Andy Ludwig,Offensive Coordinator/Quarterbacks,Utah
14569,Jim Harding,Assistant Head Coach/Offensive Line,Utah
14570,Sharrieff Shah,Cornerbacks/Special Teams Coordinator,Utah
14571,Freddie Whittingham,Tight Ends/Recruiting Coordinator,Utah
14572,Lewis Powell,Defensive Ends,Utah
14573,Luther Elliss,Defensive Tackles,Utah
14574,Colton Swan,Linebackers,Utah
14575,Quinton Ganther,Running Backs,Utah
14576,Alvis Whitted,Wide Receivers,Utah
14577,Josh Crawford,Offensive Graduate Assistant,Utah
14578,Chase Murdock,Defensive Graduate Assistant,Utah
14579,Quincy Watkins,Defensive Graduate Assistant,Utah
14580,Ryan Blakney,Offensive Analyst,Utah
14581,Vince Conti,Defensive Analyst,Utah
14582,Dom Conti,Special Teams Analyst,Utah
14583,Jeff Rudy,Associate A.D. for Football Administration,Utah
14584,Adam Fry,Director of Football Operations,Utah
14585,Doug Elisaia,Director of Strength and Conditioning for Football,Utah
14586,Robert Blechen,Director of Player Personnel,Utah
14686,Dana Dimel,Head Coach,UTEP
14687,Scotty Ohara,Offensive Coordinator,UTEP
14688,Bradley Dale Peveto,Defensive Coordinator,UTEP
14689,Aaron Price,Special Teams Coordinator,UTEP
14690,Barrick Nealy,Assistant Head Coach/Running Backs,UTEP
14691,Mike Simmonds,Offensive Line,UTEP
14692,Matt Wallerstedt,Associate Head Coach/Defensive Run Coordinator/Defensive Line,UTEP
14693,Drew Liddle,Tight Ends/Fullbacks,UTEP
14694,Dante Barnett,Safeties,UTEP
14695,Josh Brown,Defensive Pass Game Coordinator,UTEP
14696,James Bain,Assistant Offensive Line/Assistant Special Teams,UTEP
14697,Tramaine Thompson,Quality Control - Offense,UTEP
14698,Ryan Alexander,Graduate Assistant - Defense,UTEP
14699,Nick Ast,Graduate Assistant - Offense,UTEP
14700,Winston Dimel,Graduate Assistant - Offense,UTEP
14701,Seth Newsome,Graduate Assistant - Defense,UTEP
14702,Nate Poss,Assistant Athletic Director/Football Operations,UTEP
14703,Jimmy Gonzales,Director of Recruiting/Player Personnel,UTEP
14704,Kevin Schadt,Director of Strength and Conditioning,UTEP
14705,Sekou Walker,Head Equipment Manager,UTEP
14706,Justin Garrett,Director of Player Personnel,UTEP
14707,Marvin Lewis,Video Coordinator,UTEP
14708,Norma Posada,Administrative Assistant I,UTEP
14823,Jeff Traylor,Head Coach,UTSA
14824,Justin Burke,Offensive Coordinator/Tight Ends,UTSA
14825,Jess Loepp,Defensive Coordinator/Safeties,UTSA
14826,Jarrett Anderson,Assistant Offensive Line,UTSA
14827,Sean Davis,Quarterbacks,UTSA
14828,Nick Graham,Defensive Pass Game Coordinator/Cornerbacks,UTSA
14829,Julian Griffin,Running Backs/NFL Liaison,UTSA
14830,Siddiq Haynes,Defensive Line,UTSA
14831,Joe Price,Associate Head Coach/Pass Game Coordinator/Wide Receivers,UTSA
14832,Brad Sherrod,Linebackers,UTSA
14833,Kurt Traylor,Run Game Coordinator/Offensive Line,UTSA
14834,Pavit Patel,Senior Analyst (Offense),UTSA
14835,Colton Traylor,Senior Analyst (Offense),UTSA
14836,Aaron Green,Analyst (Offense),UTSA
14837,Chris Roberts,Analyst (Special Teams),UTSA
14838,Dylan Sams,Analyst (Special Teams),UTSA
14839,Zak Sauve,Analyst (Defense),UTSA
14840,Steven Stadler,Analyst (Defense),UTSA
14841,Elijah McQueen,Graduate Assistant (Defense),UTSA
14842,Tyler Preston,Graduate Assistant (Offense),UTSA
14843,Tim Yoder,Graduate Assistant (Offense),UTSA
14844,Matt Turner,Chief of Staff,UTSA
14845,Mike Giglio,General Manager,UTSA
14846,Andrew Acosta,Coordinator of Football Operations,UTSA
14847,Zach Brown,Director of Player Personnel,UTSA
14848,Jermial Ashley,Assistant Director of Player Personnel,UTSA
14849,Hunter Rittimann,Director of High School Relations,UTSA
14850,Damon Williams,Player Development Coordinator,UTSA
14851,James Gellido,Administrative Associate,UTSA
14852,Josh Alvarez,Operations Assistant,UTSA
14853,Alex Nicasio,Football Video Coordinator,UTSA
14854,Joshua Guerra,Production Assistant,UTSA
14855,Allison Maguire,Production Assistant,UTSA
14856,Ryan Filo,Assistant AD/Sports Performance,UTSA
14857,Esteban Doria,Senior Associate Director/Performance,UTSA
14858,Dexter Molinaro,Associate Director/Sports Performance,UTSA
14859,Rodney Humphrey II,Assistant Sports Performance Coach,UTSA
14860,Sean Wilkinson,Assistant Sports Performance Coach,UTSA
14861,Nik Turner,Head Athletic Trainer/Football,UTSA
14862,Brian Benitez,Senior Assistant Athletic Trainer/Football,UTSA
14863,Sam Hinojosa,Assistant Athletic Trainer/Football,UTSA
14864,Justine Humphrey,Resident Athletic Trainer/Football,UTSA
14865,Anthony Fortier,Assistant AD/Equipment Operations,UTSA
15242,Kalen DeBoer,Head Football Coach,Washington
15243,Ryan Grubb,Offensive Coordinator/Quarterbacks Coach,Washington
15244,William Inge,Assistant Head Coach/Co-Defensive Coordinator/Linebackers Coach,Washington
15245,Chuck Morrell,Co-Defensive Coordinator/Safeties Coach,Washington
15246,Eric Schmidt,Special Teams Coordinator/EDGEs Coach,Washington
15247,JaMarcus Shephard,Associate Head Coach/Passing Game Coord./Wide Receivers,Washington
15248,Inoke Breckterfield,Defensive Line Coach,Washington
15249,Julius Brown,Cornerbacks Coach,Washington
15250,Scott Huff,Offensive Line Coach,Washington
15251,Lee Marks,Assistant Head Coach/Running Backs Coach,Washington
15252,Nick Sheridan,Tight Ends Coach,Washington
15253,Ron McKeefery,Head Strength & Conditioning Coach,Washington
15254,Bryan Fink,Assistant Strength & Conditioning Coach,Washington
15255,AJ Middleton,Assistant Strength & Conditioning Coach,Washington
15256,Zack Cook,Assistant Strength & Conditioning Coach,Washington
15257,Ben Creamer,Director of Sports Science,Washington
15258,Nick Brautigam,Quality Control - Defense,Washington
15259,C.J. McGorisk,Quality Control - Defense,Washington
15260,Paul Creighton,Quality Control - Special Teams,Washington
15261,Mitch Dahlen,Quality Control - Offense,Washington
15262,Taylor Pope,Quality Control - Offense,Washington
15263,Eric Amoako,Graduate Assistant - Defense,Washington
15264,Tyson Maeva,Graduate Assistant - Defense,Washington
15265,Juan Rodriguez,Graduate Assistant - Offense,Washington
15266,Shaq Vann,Graduate Assistant - Offense,Washington
15267,Aaron Knotts,Chief of Staff,Washington
15268,Courtney Morgan,Director of Player Personnel,Washington
15269,Deborah Goldstein,Director of Football Operations,Washington
15270,Ali Smith,Executive Assistant to the Head Football Coach,Washington
15271,Spencer Henkle,Director of Recruiting,Washington
15272,Justin Glenn,Director of Player Development,Washington
15273,Jerret McElwain,Director of Scouting,Washington
15274,Joyce Harrell,Director of On-Campus Recruiting,Washington
15275,Jacob Otten,Director of Football Technology,Washington
15276,Koby McCallum,Assistant Director of Football Technology,Washington
15277,Kasey Byers,Senior Director of Creative Services,Washington
15278,Hadley Heck,Director of Social Media,Washington
15279,Gabe Ovetz,Director of Football Graphic Design,Washington
15280,Spencer Klein,Assistant Director of Graphic Design,Washington
15281,Monica Kim,Program Coordinator,Washington
15282,Bart Fullmer,Director of Equipment Operations,Washington
15283,Trevor Wood,Manager of Football Equipment Operations,Washington
15284,Jake Graff,Assistant Equipment Manager,Washington
15285,Daren Nystrom,Senior Associate Athletic Trainer,Washington
15286,Jaqui Carrell,Assistant Athletic Trainer,Washington
15287,Jori Collier,Physical Therapist/Athletic Trainer,Washington
15288,Anna DeLeo,Assistant Athletic Trainer,Washington
15289,"Kim Harmon, MD",Associate Team Physician,Washington
15290,Alison VandenBerghe,"Director, Football Performance Nutrition",Washington
15291,Jeff Bechthold,Assistant Athletic Director for Athletic Communications,Washington
15292,Hailee Roe,Assistant Director of Communications,Washington
15396,Jake Dickert,Head Coach,Washington State
15397,Ben Arbuckle,Offensive Coordinator/Quarterbacks Coach,Washington State
15398,Jeff Schmedding,Defensive Coordiantor/Linebackers,Washington State
15399,Pete Kaligis,Assistant Head Coach/Defensive Tackles,Washington State
15400,Nick Whitworth,Tight Ends/Special Teams Coordinator,Washington State
15401,Mark Atuaia,Running Backs,Washington State
15402,Ray Brown,Cornerbacks,Washington State
15403,Nick Edwards,Wide Receivers Coach,Washington State
15404,Frank Maile,Edges Coach,Washington State
15405,Jordan Malone,Safeties/Nickels,Washington State
15406,Clay McGuire,Offensive Line,Washington State
15407,Brent Vernon,Chief of Staff,Washington State
15408,Ashley Watkins,Director of Football Operations,Washington State
15409,Justin Mesa,Offensive Analyst,Washington State
15410,J.C. Sherritt,Defensive Analyst,Washington State
15411,John Kuceyeski,Offensive Quality Control,Washington State
15412,Danny McDonald,Defensive Quality Control,Washington State
15413,Dan Ferrigno,Special Teams Quality Control,Washington State
15414,Justin Kramer,Special Assistant to the Head Coach/Assistant OL,Washington State
15415,Colt Garrett,Offensive Graduate Assistant,Washington State
15416,Luke Hyde,Offensive Graduate Assistant,Washington State
15417,Patrick Belony,Defensive Graduate Assistant,Washington State
15418,George Hicks III,Defensive Graduate Assistant,Washington State
15419,Ben Iannacchione,Head Football Strength and Conditioning Coach,Washington State
15420,D'Anthony Knight,Associate Football Strength and Conditioning Coach,Washington State
15421,Jake Beckett,Assistant Football Strength and Conditioning Coach,Washington State
15422,Tristan White,Assistant Football Strength and Conditioning Coach,Washington State
15423,Jonathan Amosa,Assistant Football Strength and Conditioning Coach,Washington State
15424,Rob Schlaeger,General Manager,Washington State
15425,Stacey Ford,Director of Recruiting,Washington State
15426,Taylor Lee,Director of On-Campus Recruiting,Washington State
15427,Parker Cundiff,Lead Scout,Washington State
15428,Jihad Woods,Defensive High School Scout / Alumni,Washington State
15429,Joel Diaz Romero,Offensive High School Scout,Washington State
15430,Olivia Vea,Football Video Coordinator,Washington State
15431,TJ Barr,Assistant Football Video Coordinator,Washington State
15432,Dallas Hobbs,Co-Creative Director (Design),Washington State
15433,Carson Rorick,Co-Creative Director (Video),Washington State
15523,Lance Taylor,Head Coach,Western Michigan
15524,Lou Esposito,Assistant Coach - Defensive Coordinator,Western Michigan
15525,Billy Cosh,Assistant Coach - Offensive Coordinator/Quarterbacks Coach,Western Michigan
15526,Jeff Popovich,Assistant Coach - Special Teams Coordinator,Western Michigan
15527,Eric Evans,Assistant Coach - Tight Ends,Western Michigan
15528,David Denham,Assistant Coach - Defensive Line,Western Michigan
15529,Donald Celiscar,Assistant Coach - Cornerbacks,Western Michigan
15530,Trevor Mendelson,Assistant Coach - Offensive Line,Western Michigan
15531,Tim Cooper,Assistant Coach - Safeties,Western Michigan
15532,Jordan Reid,Assistant Coach - Wide Receivers,Western Michigan
15533,Anthony Davis,Assistant Coach - Running Backs,Western Michigan
15534,KC Zenner,Defensive Graduate Assistant,Western Michigan
15535,Adam Lovan,Offensive Graduate Assistant,Western Michigan
15536,Gaizka Crowley,General Manager,Western Michigan
15537,Mike Parrish,Associate AD - Football,Western Michigan
15538,Cam Allen,Director of Player Personnel,Western Michigan
